0.35 1.52 0.41 1.61
1.79 0.21 0.53 1.88
-1.42 0.74 0.27 1.63
-0.71 1.33 -1.17 1.91
-0.13 1.76 -0.72 1.91
-1.46 0.44 0.94 1.79
-1.24 0.16 -1.15 1.70
-1.47 0.44 1.01 1.83
-1.64 -1.25 -0.36 2.09
